"subj_id","certain","stimuli","condition"
695748,5,"c_dynamic","click"
695748,4,"u_balance","um"
695748,6,"s_balance","sil"
695748,4,"c_liveliness","click"
695748,4,"u_texture","um"
695748,4,"c_serene","click"
695748,6,"s_liveliness","sil"
695748,3,"c_tension","click"
695748,4,"u_liveliness","um"
695748,3,"c_drama","click"
695748,4,"u_drama","um"
695748,5,"s_drama","sil"
695748,6,"s_dynamic","sil"
695748,7,"f_drama","fluent"
695748,5,"c_balance","click"
695748,7,"f_elegant","fluent"
695748,7,"f_vintage","fluent"
695748,4,"c_elegant","click"
695748,5,"c_texture","click"
695748,6,"s_vintage","sil"
695749,5,"s_texture","sil"
695749,4,"c_serene","click"
695749,6,"f_dynamic","fluent"
695749,3,"c_imagination","click"
695749,3,"c_vintage","click"
695749,3,"u_serene","um"
695749,4,"s_elegant","sil"
695749,7,"f_tension","fluent"
695749,4,"c_texture","click"
695749,3,"c_dynamic","click"
695749,3,"u_liveliness","um"
695749,3,"u_dynamic","um"
695749,6,"f_liveliness","fluent"
695749,4,"u_texture","um"
695749,5,"s_vintage","sil"
695749,4,"u_imagination","um"
695749,6,"f_balance","fluent"
695749,4,"s_liveliness","sil"
695749,4,"c_balance","click"
695749,6,"f_elegant","fluent"
695749,6,"s_serene","sil"
695749,3,"u_balance","um"
695749,4,"s_tension","sil"
695749,4,"s_imagination","sil"
695749,3,"c_tension","click"
695749,6,"f_texture","fluent"
695749,3,"u_tension","um"
695749,3,"c_drama","click"
695749,5,"f_serene","fluent"
695749,6,"f_drama","fluent"
695749,4,"u_elegant","um"
695749,4,"s_balance","sil"
695749,6,"f_vintage","fluent"
695749,3,"u_drama","um"
695749,4,"u_vintage","um"
695749,3,"c_liveliness","click"
695749,4,"s_drama","sil"
695749,4,"s_dynamic","sil"
695749,7,"f_imagination","fluent"
695749,2,"c_elegant","click"
695752,3,"u_tension","um"
695752,5,"f_imagination","fluent"
695752,4,"c_liveliness","click"
695752,4,"u_drama","um"
695752,2,"s_serene","sil"
695752,3,"u_liveliness","um"
695752,4,"u_dynamic","um"
695752,3,"c_elegant","click"
695752,4,"s_liveliness","sil"
695752,4,"s_texture","sil"
695752,6,"f_vintage","fluent"
695752,4,"u_balance","um"
695752,4,"s_imagination","sil"
695752,5,"f_liveliness","fluent"
695752,4,"u_serene","um"
695752,2,"s_dynamic","sil"
695752,3,"c_drama","click"
695752,5,"c_imagination","click"
695752,3,"u_imagination","um"
695752,4,"u_texture","um"
695752,6,"f_drama","fluent"
695752,5,"s_balance","sil"
695752,4,"c_vintage","click"
695752,3,"s_tension","sil"
695752,6,"f_balance","fluent"
695752,5,"c_serene","click"
695752,4,"u_elegant","um"
695752,4,"c_texture","click"
695752,5,"f_dynamic","fluent"
695752,3,"c_dynamic","click"
695752,5,"s_drama","sil"
695752,3,"c_tension","click"
695752,5,"s_vintage","sil"
695752,6,"f_elegant","fluent"
695752,3,"u_vintage","um"
695752,6,"f_serene","fluent"
695752,6,"f_tension","fluent"
695752,5,"c_balance","click"
695752,4,"s_elegant","sil"
695752,6,"f_texture","fluent"
695756,2,"u_tension","um"
695756,5,"f_tension","fluent"
695756,2,"c_tension","click"
695756,5,"f_balance","fluent"
695756,6,"f_dynamic","fluent"
695756,6,"s_balance","sil"
695756,3,"c_elegant","click"
695756,3,"c_dynamic","click"
695756,5,"s_elegant","sil"
695756,6,"f_serene","fluent"
695756,5,"u_balance","um"
695756,7,"s_liveliness","sil"
695756,7,"c_texture","click"
695756,5,"c_balance","click"
695756,5,"c_serene","click"
695756,5,"u_liveliness","um"
695756,4,"s_serene","sil"
695756,5,"u_texture","um"
695756,5,"s_dynamic","sil"
695756,5,"u_elegant","um"
695756,6,"s_vintage","sil"
695756,6,"s_drama","sil"
695756,6,"f_imagination","fluent"
695756,6,"f_drama","fluent"
695756,4,"u_serene","um"
695756,4,"u_vintage","um"
695756,5,"s_tension","sil"
695756,5,"c_imagination","click"
695756,4,"c_liveliness","click"
695756,4,"c_vintage","click"
695756,4,"u_imagination","um"
695756,4,"c_drama","click"
695756,6,"f_elegant","fluent"
695756,5,"f_vintage","fluent"
695756,5,"f_texture","fluent"
695756,5,"s_imagination","sil"
695756,5,"u_dynamic","um"
695756,5,"s_texture","sil"
695756,5,"u_drama","um"
695756,6,"f_liveliness","fluent"
695761,3,"s_elegant","sil"
695761,4,"u_liveliness","um"
695761,2,"s_tension","sil"
695761,3,"c_balance","click"
695761,5,"s_liveliness","sil"
695761,5,"f_dynamic","fluent"
695761,7,"f_tension","fluent"
695761,4,"u_dynamic","um"
695761,7,"f_balance","fluent"
695761,2,"u_drama","um"
695761,5,"s_texture","sil"
695761,7,"f_liveliness","fluent"
695761,2,"c_serene","click"
695761,2,"c_dynamic","click"
695761,4,"s_serene","sil"
695761,2,"c_tension","click"
695761,2,"u_balance","um"
695761,4,"s_drama","sil"
695761,1,"c_elegant","click"
695761,7,"f_texture","fluent"
695761,7,"f_drama","fluent"
695761,6,"f_elegant","fluent"
695761,2,"c_drama","click"
695761,2,"c_imagination","click"
695761,2,"u_serene","um"
695761,5,"s_vintage","sil"
695761,2,"s_dynamic","sil"
695761,1,"c_vintage","click"
695761,2,"c_texture","click"
695761,1,"u_tension","um"
695761,1,"u_texture","um"
695761,7,"f_vintage","fluent"
695761,4,"s_imagination","sil"
695761,2,"u_elegant","um"
695761,6,"f_imagination","fluent"
695761,2,"u_vintage","um"
695761,7,"f_serene","fluent"
695761,3,"u_imagination","um"
695761,2,"c_liveliness","click"
695761,5,"s_balance","sil"
695764,6,"c_serene","click"
695764,5,"s_liveliness","sil"
695764,4,"u_texture","um"
695764,6,"f_serene","fluent"
695764,5,"u_imagination","um"
695764,2,"u_vintage","um"
695764,4,"s_texture","sil"
695764,5,"c_tension","click"
695764,3,"u_balance","um"
695764,6,"c_liveliness","click"
695764,6,"c_imagination","click"
695764,3,"s_balance","sil"
695764,5,"u_tension","um"
695764,4,"s_elegant","sil"
695764,3,"c_balance","click"
695764,5,"s_dynamic","sil"
695764,3,"u_drama","um"
695764,6,"f_balance","fluent"
695764,5,"s_tension","sil"
695764,3,"c_texture","click"
695764,2,"c_drama","click"
695764,5,"s_imagination","sil"
695764,6,"f_texture","fluent"
695764,6,"u_liveliness","um"
695764,5,"f_tension","fluent"
695764,2,"u_serene","um"
695764,3,"f_vintage","fluent"
695764,6,"c_dynamic","click"
695764,1,"u_elegant","um"
695764,3,"c_elegant","click"
695764,4,"s_vintage","sil"
695764,3,"f_elegant","fluent"
695764,6,"f_liveliness","fluent"
695764,6,"s_drama","sil"
695764,6,"u_dynamic","um"
695764,2,"f_drama","fluent"
695764,2,"c_vintage","click"
695764,4,"s_serene","sil"
695764,5,"f_imagination","fluent"
695764,6,"f_dynamic","fluent"
695750,5,"f_vintage","fluent"
695750,6,"c_dynamic","click"
695750,4,"c_liveliness","click"
695750,3,"u_tension","um"
695750,4,"f_elegant","fluent"
695750,4,"c_vintage","click"
695750,6,"s_tension","sil"
695750,6,"f_tension","fluent"
695750,6,"f_balance","fluent"
695750,5,"c_texture","click"
695750,3,"c_serene","click"
695750,2,"s_elegant","sil"
695750,2,"c_tension","click"
695750,3,"s_texture","sil"
695750,4,"s_liveliness","sil"
695750,2,"u_elegant","um"
695750,1,"u_imagination","um"
695750,1,"s_dynamic","sil"
695750,2,"s_serene","sil"
695750,3,"c_drama","click"
695750,2,"u_drama","um"
695750,3,"c_imagination","click"
695750,4,"u_serene","um"
695750,4,"u_texture","um"
695750,2,"u_vintage","um"
695750,2,"s_vintage","sil"
695750,5,"f_dynamic","fluent"
695750,5,"f_texture","fluent"
695750,2,"c_elegant","click"
695750,2,"s_imagination","sil"
695750,5,"f_liveliness","fluent"
695750,5,"f_imagination","fluent"
695750,4,"s_drama","sil"
695750,2,"s_balance","sil"
695750,3,"u_liveliness","um"
695750,5,"f_serene","fluent"
695750,4,"u_dynamic","um"
695750,6,"f_drama","fluent"
695750,4,"c_balance","click"
695750,3,"u_balance","um"
695751,5,"f_serene","fluent"
695751,2,"u_texture","um"
695751,2,"c_balance","click"
695751,2,"c_drama","click"
695751,1,"u_vintage","um"
695751,6,"f_imagination","fluent"
695751,2,"c_dynamic","click"
695751,7,"f_drama","fluent"
695751,2,"u_imagination","um"
695751,1,"u_tension","um"
695751,3,"s_imagination","sil"
695751,2,"u_drama","um"
695751,7,"f_texture","fluent"
695751,5,"s_balance","sil"
695751,2,"c_liveliness","click"
695751,2,"c_texture","click"
695751,7,"f_dynamic","fluent"
695751,4,"s_dynamic","sil"
695751,2,"u_serene","um"
695751,2,"c_imagination","click"
695751,7,"f_vintage","fluent"
695751,4,"s_elegant","sil"
695751,2,"u_balance","um"
695751,5,"s_drama","sil"
695751,4,"s_tension","sil"
695751,2,"c_elegant","click"
695751,1,"u_elegant","um"
695751,3,"u_liveliness","um"
695751,6,"f_elegant","fluent"
695751,2,"c_tension","click"
695751,6,"s_liveliness","sil"
695751,7,"f_liveliness","fluent"
695751,2,"c_vintage","click"
695751,5,"s_vintage","sil"
695751,3,"u_dynamic","um"
695751,4,"s_texture","sil"
695751,2,"c_serene","click"
695751,7,"f_balance","fluent"
695751,7,"f_tension","fluent"
695751,3,"s_serene","sil"
695753,3,"f_drama","fluent"
695753,6,"s_imagination","sil"
695753,6,"c_vintage","click"
695753,2,"c_elegant","click"
695753,2,"s_elegant","sil"
695753,5,"s_liveliness","sil"
695753,6,"s_vintage","sil"
695753,5,"f_tension","fluent"
695753,2,"u_liveliness","um"
695753,4,"s_tension","sil"
695753,4,"c_texture","click"
695753,5,"u_serene","um"
695753,5,"f_serene","fluent"
695753,4,"s_serene","sil"
695753,2,"u_elegant","um"
695753,5,"u_texture","um"
695753,4,"s_drama","sil"
695753,4,"c_tension","click"
695753,4,"c_balance","click"
695753,6,"s_dynamic","sil"
695753,6,"u_vintage","um"
695753,4,"u_dynamic","um"
695753,6,"f_texture","fluent"
695753,6,"f_imagination","fluent"
695753,5,"s_balance","sil"
695753,4,"f_balance","fluent"
695753,2,"u_tension","um"
695753,4,"c_serene","click"
695753,6,"u_imagination","um"
695753,6,"f_vintage","fluent"
695753,6,"f_elegant","fluent"
695753,3,"s_texture","sil"
695753,2,"c_liveliness","click"
695753,5,"u_drama","um"
695753,3,"c_imagination","click"
695753,5,"f_liveliness","fluent"
695753,3,"c_drama","click"
695753,5,"f_dynamic","fluent"
695753,4,"c_dynamic","click"
695753,4,"u_balance","um"
695754,5,"u_imagination","um"
695754,7,"f_vintage","fluent"
695754,4,"s_tension","sil"
695754,3,"u_serene","um"
695754,4,"c_texture","click"
695754,3,"s_texture","sil"
695754,4,"c_serene","click"
695754,6,"s_liveliness","sil"
695754,7,"f_dynamic","fluent"
695754,7,"f_texture","fluent"
695754,5,"c_balance","click"
695754,7,"f_tension","fluent"
695754,5,"c_imagination","click"
695754,3,"u_tension","um"
695754,4,"u_dynamic","um"
695754,2,"u_drama","um"
695754,7,"f_imagination","fluent"
695754,7,"f_elegant","fluent"
695754,2,"u_balance","um"
695754,2,"c_elegant","click"
695754,3,"c_dynamic","click"
695754,4,"u_elegant","um"
695754,7,"f_drama","fluent"
695754,5,"s_vintage","sil"
695754,4,"s_drama","sil"
695754,3,"c_tension","click"
695754,4,"u_texture","um"
695754,7,"f_serene","fluent"
695754,4,"s_dynamic","sil"
695754,5,"u_liveliness","um"
695754,4,"s_imagination","sil"
695754,4,"c_drama","click"
695754,6,"f_balance","fluent"
695754,7,"f_liveliness","fluent"
695754,4,"c_liveliness","click"
695754,5,"s_balance","sil"
695754,3,"s_serene","sil"
695754,5,"u_vintage","um"
695754,5,"s_elegant","sil"
695754,5,"c_vintage","click"
695755,7,"s_imagination","sil"
695755,5,"u_liveliness","um"
695755,4,"s_serene","sil"
695755,4,"u_balance","um"
695755,4,"s_dynamic","sil"
695755,4,"c_imagination","click"
695755,7,"f_elegant","fluent"
695755,4,"c_balance","click"
695755,4,"c_dynamic","click"
695755,4,"s_elegant","sil"
695755,4,"s_drama","sil"
695755,4,"u_vintage","um"
695755,7,"f_imagination","fluent"
695755,5,"s_texture","sil"
695755,3,"c_serene","click"
695755,3,"c_vintage","click"
695755,7,"f_liveliness","fluent"
695755,6,"s_tension","sil"
695755,7,"f_serene","fluent"
695755,2,"c_liveliness","click"
695755,4,"s_liveliness","sil"
695755,7,"f_drama","fluent"
695755,7,"f_texture","fluent"
695755,2,"c_elegant","click"
695755,1,"u_texture","um"
695755,4,"u_elegant","um"
695755,5,"u_imagination","um"
695755,4,"u_serene","um"
695755,6,"s_vintage","sil"
695755,4,"u_drama","um"
695755,2,"u_tension","um"
695755,5,"u_dynamic","um"
695755,4,"s_balance","sil"
695755,3,"c_tension","click"
695755,7,"f_balance","fluent"
695755,7,"f_tension","fluent"
695755,6,"c_texture","click"
695755,7,"f_dynamic","fluent"
695755,7,"f_vintage","fluent"
695755,4,"c_drama","click"
695759,4,"f_texture","fluent"
695759,3,"c_liveliness","click"
695759,4,"s_liveliness","sil"
695759,6,"f_liveliness","fluent"
695759,5,"f_elegant","fluent"
695759,5,"f_vintage","fluent"
695759,3,"c_balance","click"
695759,3,"u_vintage","um"
695759,2,"c_elegant","click"
695759,3,"s_tension","sil"
695759,4,"s_texture","sil"
695759,3,"u_balance","um"
695759,5,"f_imagination","fluent"
695759,3,"s_dynamic","sil"
695759,2,"u_serene","um"
695759,3,"c_drama","click"
695759,3,"s_drama","sil"
695759,6,"f_serene","fluent"
695759,3,"s_balance","sil"
695759,3,"s_imagination","sil"
695759,2,"u_liveliness","um"
695759,3,"c_imagination","click"
695759,4,"s_elegant","sil"
695759,3,"u_tension","um"
695759,5,"f_tension","fluent"
695759,5,"u_dynamic","um"
695759,3,"c_texture","click"
695759,3,"u_imagination","um"
695759,3,"c_vintage","click"
695759,3,"c_tension","click"
695759,4,"s_vintage","sil"
695759,6,"f_dynamic","fluent"
695759,3,"s_serene","sil"
695759,4,"u_drama","um"
695759,3,"u_texture","um"
695759,4,"f_drama","fluent"
695759,6,"f_balance","fluent"
695759,3,"c_dynamic","click"
695759,4,"u_elegant","um"
695759,3,"c_serene","click"
695762,4,"u_drama","um"
695762,4,"u_texture","um"
695762,4,"u_liveliness","um"
695762,6,"f_balance","fluent"
695762,6,"f_texture","fluent"
695762,5,"c_texture","click"
695762,3,"s_tension","sil"
695762,2,"s_serene","sil"
695762,3,"u_tension","um"
695762,7,"f_drama","fluent"
695762,6,"s_texture","sil"
695762,7,"f_serene","fluent"
695762,3,"s_imagination","sil"
695762,5,"f_liveliness","fluent"
695762,5,"f_imagination","fluent"
695762,4,"c_vintage","click"
695762,5,"s_liveliness","sil"
695762,2,"u_vintage","um"
695762,3,"u_balance","um"
695762,4,"s_balance","sil"
695762,4,"s_elegant","sil"
695762,5,"f_vintage","fluent"
695762,4,"s_vintage","sil"
695762,3,"c_serene","click"
695762,3,"u_serene","um"
695762,2,"c_tension","click"
695762,2,"c_liveliness","click"
695762,2,"c_balance","click"
695762,2,"u_imagination","um"
695762,4,"f_dynamic","fluent"
695762,3,"s_drama","sil"
695762,2,"u_elegant","um"
695762,4,"f_elegant","fluent"
695762,5,"f_tension","fluent"
695762,2,"c_imagination","click"
695762,1,"c_drama","click"
695762,2,"c_dynamic","click"
695762,2,"s_dynamic","sil"
695762,2,"u_dynamic","um"
695762,1,"c_elegant","click"
695765,6,"f_vintage","fluent"
695765,4,"c_texture","click"
695765,3,"u_imagination","um"
695765,3,"u_drama","um"
695765,5,"f_texture","fluent"
695765,6,"s_imagination","sil"
695765,3,"c_balance","click"
695765,6,"f_serene","fluent"
695765,3,"c_vintage","click"
695765,5,"s_drama","sil"
695765,6,"f_elegant","fluent"
695765,5,"s_liveliness","sil"
695765,5,"f_liveliness","fluent"
695765,5,"s_balance","sil"
695765,3,"u_tension","um"
695765,3,"c_serene","click"
695765,4,"s_texture","sil"
695765,2,"c_liveliness","click"
695765,6,"f_imagination","fluent"
695765,6,"f_tension","fluent"
695765,6,"f_dynamic","fluent"
695765,2,"c_drama","click"
695765,5,"s_elegant","sil"
695765,3,"u_balance","um"
695765,3,"u_liveliness","um"
695765,1,"c_tension","click"
695765,2,"u_elegant","um"
695765,3,"c_imagination","click"
695765,3,"s_dynamic","sil"
695765,2,"u_serene","um"
695765,5,"s_vintage","sil"
695765,3,"u_dynamic","um"
695765,1,"c_elegant","click"
695765,3,"s_tension","sil"
695765,5,"f_drama","fluent"
695765,4,"s_serene","sil"
695765,2,"c_dynamic","click"
695765,2,"u_vintage","um"
695765,5,"f_balance","fluent"
695765,3,"u_texture","um"
695766,5,"u_drama","um"
695766,3,"c_tension","click"
695766,3,"s_balance","sil"
695766,6,"f_balance","fluent"
695766,4,"c_dynamic","click"
695766,3,"s_serene","sil"
695766,3,"u_imagination","um"
695766,7,"f_serene","fluent"
695766,2,"c_liveliness","click"
695766,7,"f_elegant","fluent"
695766,2,"s_tension","sil"
695766,3,"u_elegant","um"
695766,1,"u_tension","um"
695766,6,"f_liveliness","fluent"
695766,1,"c_serene","click"
695766,7,"f_tension","fluent"
695766,6,"f_vintage","fluent"
695766,5,"f_texture","fluent"
695766,6,"f_imagination","fluent"
695766,5,"s_elegant","sil"
695766,5,"s_texture","sil"
695766,4,"u_dynamic","um"
695766,4,"s_imagination","sil"
695766,5,"s_drama","sil"
695766,3,"c_vintage","click"
695766,2,"c_imagination","click"
695766,1,"c_balance","click"
695766,3,"s_vintage","sil"
695766,1,"c_elegant","click"
695766,6,"s_liveliness","sil"
695766,7,"f_dynamic","fluent"
695766,1,"c_drama","click"
695766,6,"f_drama","fluent"
695766,5,"u_serene","um"
695766,2,"u_texture","um"
695766,2,"s_dynamic","sil"
695766,1,"u_balance","um"
695766,3,"c_texture","click"
695766,3,"u_liveliness","um"
695766,2,"u_vintage","um"
695767,5,"u_dynamic","um"
695767,5,"s_liveliness","sil"
695767,4,"c_drama","click"
695767,4,"c_dynamic","click"
695767,5,"u_texture","um"
695767,5,"f_liveliness","fluent"
695767,5,"f_imagination","fluent"
695767,5,"f_vintage","fluent"
695767,4,"c_imagination","click"
695767,6,"f_drama","fluent"
695767,5,"s_texture","sil"
695767,4,"s_tension","sil"
695767,4,"u_liveliness","um"
695767,4,"c_texture","click"
695767,4,"u_imagination","um"
695767,4,"u_elegant","um"
695767,4,"u_drama","um"
695767,5,"s_drama","sil"
695767,6,"f_elegant","fluent"
695767,5,"s_elegant","sil"
695767,4,"c_vintage","click"
695767,4,"s_dynamic","sil"
695767,3,"c_tension","click"
695767,3,"u_tension","um"
695767,4,"s_balance","sil"
695767,6,"f_balance","fluent"
695767,4,"s_imagination","sil"
695767,4,"u_serene","um"
695767,6,"f_tension","fluent"
695767,3,"c_elegant","click"
695767,5,"f_dynamic","fluent"
695767,3,"u_balance","um"
695767,3,"c_liveliness","click"
695767,4,"c_balance","click"
695767,3,"u_vintage","um"
695767,5,"f_texture","fluent"
695767,3,"s_serene","sil"
695767,4,"s_vintage","sil"
695767,3,"c_serene","click"
695767,6,"f_serene","fluent"
695769,3,"c_imagination","click"
695769,5,"f_dynamic","fluent"
695769,3,"s_drama","sil"
695769,3,"f_serene","fluent"
695769,5,"f_texture","fluent"
695769,2,"c_serene","click"
695769,3,"c_vintage","click"
695769,3,"s_tension","sil"
695769,3,"c_dynamic","click"
695769,6,"f_tension","fluent"
695769,3,"s_dynamic","sil"
695769,3,"s_serene","sil"
695769,4,"u_balance","um"
695769,4,"s_imagination","sil"
695769,4,"u_drama","um"
695769,5,"f_drama","fluent"
695769,5,"s_liveliness","sil"
695769,3,"u_tension","um"
695769,6,"f_liveliness","fluent"
695769,4,"u_dynamic","um"
695769,4,"c_balance","click"
695769,4,"u_liveliness","um"
695769,4,"u_serene","um"
695769,3,"u_vintage","um"
695769,6,"f_imagination","fluent"
695769,5,"s_elegant","sil"
695769,4,"s_balance","sil"
695769,3,"c_drama","click"
695769,4,"u_texture","um"
695769,4,"s_vintage","sil"
695769,3,"c_tension","click"
695769,4,"u_elegant","um"
695769,4,"c_elegant","click"
695769,4,"u_imagination","um"
695769,4,"c_texture","click"
695769,5,"f_vintage","fluent"
695769,4,"c_liveliness","click"
695769,5,"s_texture","sil"
695769,4,"f_elegant","fluent"
695769,6,"f_balance","fluent"
695771,6,"f_drama","fluent"
695771,3,"c_elegant","click"
695771,4,"c_tension","click"
695771,4,"f_imagination","fluent"
695771,2,"u_elegant","um"
695771,5,"c_vintage","click"
695771,5,"s_dynamic","sil"
695771,5,"c_dynamic","click"
695771,4,"c_balance","click"
695771,4,"c_imagination","click"
695771,5,"c_serene","click"
695771,3,"u_tension","um"
695771,5,"s_vintage","sil"
695771,6,"f_serene","fluent"
695771,5,"s_elegant","sil"
695771,6,"f_vintage","fluent"
695771,5,"u_texture","um"
695771,5,"s_tension","sil"
695771,5,"u_drama","um"
695771,7,"f_tension","fluent"
695771,5,"s_texture","sil"
695771,5,"s_drama","sil"
695771,7,"f_balance","fluent"
695771,7,"f_texture","fluent"
695771,7,"f_liveliness","fluent"
695771,5,"u_balance","um"
695771,4,"c_texture","click"
695771,6,"f_elegant","fluent"
695771,5,"c_liveliness","click"
695771,5,"u_vintage","um"
695771,6,"u_serene","um"
695771,6,"s_liveliness","sil"
695771,4,"s_serene","sil"
695771,6,"f_dynamic","fluent"
695771,5,"u_dynamic","um"
695771,4,"c_drama","click"
695771,5,"s_balance","sil"
695771,5,"s_imagination","sil"
695771,6,"u_liveliness","um"
695771,6,"u_imagination","um"
695773,5,"c_liveliness","click"
695773,5,"c_serene","click"
695773,4,"s_drama","sil"
695773,3,"s_tension","sil"
695773,7,"f_balance","fluent"
695773,4,"s_elegant","sil"
695773,3,"u_balance","um"
695773,5,"u_elegant","um"
695773,7,"f_drama","fluent"
695773,5,"s_imagination","sil"
695773,7,"f_imagination","fluent"
695773,6,"s_vintage","sil"
695773,7,"f_liveliness","fluent"
695773,7,"f_dynamic","fluent"
695773,3,"c_imagination","click"
695773,5,"s_liveliness","sil"
695773,3,"s_serene","sil"
695773,5,"s_dynamic","sil"
695773,4,"s_balance","sil"
695773,5,"u_liveliness","um"
695773,3,"u_texture","um"
695773,7,"f_serene","fluent"
695773,5,"c_texture","click"
695773,4,"u_vintage","um"
695773,3,"s_texture","sil"
695773,4,"c_dynamic","click"
695773,4,"u_imagination","um"
695773,7,"f_tension","fluent"
695773,5,"u_drama","um"
695773,4,"c_tension","click"
695773,7,"f_texture","fluent"
695773,6,"c_vintage","click"
695773,2,"c_elegant","click"
695773,4,"c_balance","click"
695773,4,"u_serene","um"
695773,7,"f_vintage","fluent"
695773,2,"c_drama","click"
695773,3,"u_tension","um"
695773,7,"f_elegant","fluent"
695773,5,"u_dynamic","um"
695774,1,"c_elegant","click"
695774,4,"c_tension","click"
695774,4,"s_dynamic","sil"
695774,4,"s_elegant","sil"
695774,5,"u_liveliness","um"
695774,3,"u_drama","um"
695774,4,"u_vintage","um"
695774,4,"s_vintage","sil"
695774,4,"c_liveliness","click"
695774,5,"f_balance","fluent"
695774,6,"f_dynamic","fluent"
695774,4,"u_texture","um"
695774,5,"s_drama","sil"
695774,6,"f_texture","fluent"
695774,4,"u_tension","um"
695774,5,"s_imagination","sil"
695774,3,"c_balance","click"
695774,6,"f_tension","fluent"
695774,4,"s_serene","sil"
695774,6,"f_imagination","fluent"
695774,4,"u_elegant","um"
695774,6,"f_vintage","fluent"
695774,4,"c_serene","click"
695774,5,"s_tension","sil"
695774,7,"f_elegant","fluent"
695774,4,"u_imagination","um"
695774,5,"s_liveliness","sil"
695774,6,"s_balance","sil"
695774,4,"c_dynamic","click"
695774,3,"u_dynamic","um"
695774,4,"c_texture","click"
695774,6,"f_serene","fluent"
695774,4,"c_imagination","click"
695774,4,"s_texture","sil"
695774,3,"c_vintage","click"
695774,6,"f_drama","fluent"
695774,3,"c_drama","click"
695774,4,"u_balance","um"
695774,4,"u_serene","um"
695774,6,"f_liveliness","fluent"
695775,6,"u_texture","um"
695775,4,"s_vintage","sil"
695775,7,"s_drama","sil"
695775,7,"s_liveliness","sil"
695775,6,"c_dynamic","click"
695775,4,"c_tension","click"
695775,1,"c_elegant","click"
695775,5,"f_liveliness","fluent"
695775,6,"f_balance","fluent"
695775,3,"c_vintage","click"
695775,3,"s_balance","sil"
695775,6,"u_liveliness","um"
695775,3,"s_texture","sil"
695775,5,"f_elegant","fluent"
695775,3,"s_elegant","sil"
695775,3,"u_tension","um"
695775,6,"f_serene","fluent"
695775,4,"c_liveliness","click"
695775,2,"c_texture","click"
695775,3,"u_vintage","um"
695775,5,"u_serene","um"
695775,7,"f_drama","fluent"
695775,4,"u_imagination","um"
695775,4,"u_dynamic","um"
695775,3,"u_balance","um"
695775,4,"u_elegant","um"
695775,5,"s_dynamic","sil"
695775,6,"f_vintage","fluent"
695775,5,"c_serene","click"
695775,5,"c_imagination","click"
695775,2,"s_tension","sil"
695775,4,"s_imagination","sil"
695775,4,"c_balance","click"
695775,6,"f_imagination","fluent"
695775,3,"c_drama","click"
695775,7,"f_texture","fluent"
695775,5,"u_drama","um"
695775,5,"s_serene","sil"
695775,6,"f_dynamic","fluent"
695775,6,"f_tension","fluent"
695758,3,"c_elegant","click"
695758,6,"s_liveliness","sil"
695758,3,"c_vintage","click"
695758,4,"s_elegant","sil"
695758,2,"f_elegant","fluent"
695758,5,"u_tension","um"
695758,3,"s_vintage","sil"
695758,6,"c_texture","click"
695758,3,"u_elegant","um"
695758,6,"s_serene","sil"
695758,4,"s_dynamic","sil"
695758,6,"f_texture","fluent"
695758,3,"u_balance","um"
695758,6,"u_liveliness","um"
695758,3,"f_imagination","fluent"
695758,5,"u_serene","um"
695758,7,"f_serene","fluent"
695758,7,"f_drama","fluent"
695758,5,"u_vintage","um"
695758,5,"u_dynamic","um"
695758,6,"u_drama","um"
695758,3,"s_drama","sil"
695758,2,"s_imagination","sil"
695758,3,"f_dynamic","fluent"
695758,7,"s_balance","sil"
695758,5,"c_serene","click"
695758,4,"u_texture","um"
695758,7,"f_tension","fluent"
695758,5,"c_liveliness","click"
695758,4,"s_texture","sil"
695758,2,"u_imagination","um"
695758,3,"c_imagination","click"
695758,6,"c_tension","click"
695758,5,"c_dynamic","click"
695758,4,"f_balance","fluent"
695758,2,"c_balance","click"
695758,6,"s_tension","sil"
695758,6,"c_drama","click"
695758,3,"f_vintage","fluent"
695758,5,"f_liveliness","fluent"
695783,3,"s_texture","sil"
695783,3,"s_imagination","sil"
695783,4,"f_dynamic","fluent"
695783,2,"c_dynamic","click"
695783,5,"f_texture","fluent"
695783,2,"u_serene","um"
695783,4,"s_vintage","sil"
695783,3,"u_liveliness","um"
695783,3,"c_liveliness","click"
695783,3,"s_tension","sil"
695783,3,"c_vintage","click"
695783,7,"f_liveliness","fluent"
695783,5,"f_imagination","fluent"
695783,3,"u_drama","um"
695783,3,"u_imagination","um"
695783,6,"f_tension","fluent"
695783,2,"c_elegant","click"
695783,2,"u_dynamic","um"
695783,2,"c_texture","click"
695783,2,"c_drama","click"
695783,3,"s_dynamic","sil"
695783,3,"s_drama","sil"
695783,3,"u_elegant","um"
695783,3,"s_elegant","sil"
695783,4,"f_serene","fluent"
695783,1,"s_serene","sil"
695783,5,"u_texture","um"
695783,6,"f_balance","fluent"
695783,4,"u_tension","um"
695783,4,"s_balance","sil"
695783,5,"f_elegant","fluent"
695783,2,"c_serene","click"
695783,3,"c_imagination","click"
695783,2,"c_tension","click"
695783,1,"c_balance","click"
695783,2,"u_balance","um"
695783,2,"s_liveliness","sil"
695783,6,"f_drama","fluent"
695783,6,"f_vintage","fluent"
695783,4,"u_vintage","um"
695784,3,"c_dynamic","click"
695784,4,"s_liveliness","sil"
695784,4,"u_elegant","um"
695784,5,"f_vintage","fluent"
695784,5,"u_texture","um"
